Type of User,Source,Device,Returning Visitor,New Visitor,Google CPC,TripAdvisor,Direct,DFA,Email,Referral,Desktop,Mobile,Tablet,Users,Sessions,No of Pages Visited,No of Transactions,Revenue
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,8045,13085,52658,101,126359.52
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,4887,8874,33869,116,109825.32
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,951,2043,6653,37,102609.58
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,42959,42999,118835,75,93777.52
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,1371,2405,10774,46,93152.82
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,5746,9252,37526,56,91640.88
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,48,48,99,3,88672
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,398,848,3520,1,87936
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,644,1945,6169,40,86961.74
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,581,827,2993,21,85979.73
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,2327,3857,17247,37,85132.91
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,2426,4438,18199,46,84063.54
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,3440,3441,10079,27,83596.7
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,20151,20179,29638,42,82570.96
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,55675,55917,260886,34,78019.11
New Visitor,(direct) / (none),mobile,0,1,0,0,1,0,0,0,0,1,0,6318,6340,27483,5,76834
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,3788,6286,26765,46,74697.96
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,1304,1784,5019,31,74064.19
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,709,2078,6442,42,68800.21
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,495,744,2812,22,64321.37
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,1611,2506,10849,28,63675.85
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,1270,2212,9196,29,63492.62
Returning Visitor,dfa / cpc,desktop,1,0,0,0,0,1,0,0,1,0,0,1876,2816,14064,21,61435.31
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,5,8,36,2,60962
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,9365,9408,38891,7,59596
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,1470,2341,9687,3,56719
Returning Visitor,bing / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,2982,4926,22992,21,52731.47
Returning Visitor,(direct) / (none),tablet,1,0,0,0,1,0,0,0,0,0,1,390,793,1252,2,52575
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,43,69,222,1,50737
Returning Visitor,dfa / cpc,desktop,1,0,0,0,0,1,0,0,1,0,0,330,591,2682,9,50677.46
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,8289,8304,26006,25,50536.63
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,8118,8171,27492,8,49513.4
New Visitor,google / organic,tablet,0,1,0,0,0,0,0,0,0,0,1,1307,1310,5791,1,48108
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,336,530,2368,3,45408
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,7340,13241,56329,19,41334.56
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,1646,1652,5875,5,40554.3
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,5335,5341,21716,13,39992.08
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,21713,21760,68913,51,39143.44
Returning Visitor,dfa / cpc,desktop,1,0,0,0,0,1,0,0,1,0,0,857,1524,5248,17,37703.82
Returning Visitor,yahoo / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,1842,2860,14465,15,37283.7
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,268,567,1425,3,36707.16
New Visitor,iberostartheclub.com / referral,desktop,0,1,0,0,0,0,0,1,1,0,0,29,29,139,1,34057.5
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,1935,3440,15641,17,33336.55
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,1482,2450,9894,19,31760.49
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,909,1513,6337,15,30650.63
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,10889,10905,35622,17,30601.69
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,502,1282,3728,18,29638
Returning Visitor,adquiramexico.com.mx / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,1,4,11,2,29184
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,4206,4212,15414,17,28483.89
New Visitor,(direct) / (none),tablet,0,1,0,0,1,0,0,0,0,0,1,7258,7281,24121,11,28096.61
Returning Visitor,(direct) / (none),mobile,1,0,0,0,1,0,0,0,0,1,0,1647,2923,9088,2,28083
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,8633,8645,27718,39,27672.18
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,5110,5120,12679,17,27365.98
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,22799,22871,109696,12,26677.33
Returning Visitor,bing / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,828,1289,4523,10,26329.85
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,2967,2979,11200,1,25488
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,804,1139,4451,4,25248.7
Returning Visitor,(direct) / (none),mobile,1,0,0,0,1,0,0,0,0,1,0,3044,5520,17173,4,24903.6
Returning Visitor,TripAdvisor / referral,desktop,1,0,0,1,0,0,0,1,1,0,0,613,919,3185,8,24335.73
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,9024,14506,59797,9,23791.45
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,18231,18270,59506,18,23168.93
Returning Visitor,email / email,desktop,1,0,0,0,0,0,1,0,1,0,0,300,501,2162,4,22867.32
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,917,1390,6142,10,22817.66
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,21034,21048,76219,17,22157.95
Returning Visitor,yahoo / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,59,78,428,1,22092
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,362,644,2558,13,21002.16
Returning Visitor,clubs.inspiringbenefits.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,214,425,2240,23,20788.14
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,924,2681,6779,35,20501.57
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,10743,10757,39125,14,19800.1
Returning Visitor,adquiramexico.com.mx / referral,mobile,1,0,0,0,0,0,0,1,0,1,0,2,2,3,1,19584
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,309,565,2557,7,19260.59
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,477,792,3232,14,18630.46
Returning Visitor,yandex / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,447,847,4142,10,18386.16
Returning Visitor,(direct) / (none),tablet,1,0,0,0,1,0,0,0,0,0,1,596,902,3073,4,17705.6
New Visitor,google / organic,mobile,0,1,0,0,0,0,0,0,0,1,0,5345,5361,36170,2,17704.1
Returning Visitor,email / email,desktop,1,0,0,0,0,0,1,0,1,0,0,1400,1942,6929,10,17589.01
Returning Visitor,adquiramexico.com.mx / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,4,10,35,1,17220
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,483,790,3230,13,16867.92
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,647,1036,3824,10,16033.7
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,373,619,2813,9,15682.68
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,222,310,1023,10,14809.44
Returning Visitor,olehotels.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,536,750,1843,15,14564.44
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,1222,1226,4206,3,14539.9
Returning Visitor,iberostartheclub.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,46,134,508,1,14202
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,287,476,1750,3,14098.3
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,5375,5379,15914,8,13739.09
Returning Visitor,google / organic,tablet,1,0,0,0,0,0,0,0,0,0,1,7672,14545,55760,8,13366.81
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,254,487,2112,9,13187.88
Returning Visitor,bmail.uol.com.br / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,6,12,60,2,12932
Returning Visitor,facebook.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,28,38,133,1,12812
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,2283,2286,8056,7,12710.51
Returning Visitor,email / email,desktop,1,0,0,0,0,0,1,0,1,0,0,523,711,2255,6,12420.77
New Visitor,(direct) / (none),mobile,0,1,0,0,1,0,0,0,0,1,0,12968,13002,61714,3,12124
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,2333,2338,5825,10,12105.39
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,632,995,3862,9,11929.1
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,3,6,86,7,11844
Returning Visitor,bing / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,159,226,944,3,11503.2
New Visitor,(direct) / (none),mobile,0,1,0,0,1,0,0,0,0,1,0,588,590,2842,2,11485.23
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,131,223,498,2,11324
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,2064,2073,4980,5,11072.39
New Visitor,dfa / cpm,desktop,0,1,0,0,0,1,0,0,1,0,0,489,489,965,10,10949.37
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,4014,4033,16434,5,10901.62
New Visitor,bing / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,7438,7475,35200,6,10871.22
Returning Visitor,trivago.de / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,318,467,1243,7,10686.61
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,43,67,278,3,10601.24
New Visitor,bing / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,1965,1969,6817,6,10517.83
Returning Visitor,bing / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,303,525,2333,4,10130.47
Returning Visitor,(direct) / (none),mobile,1,0,0,0,1,0,0,0,0,1,0,2177,3971,10714,3,10108.33
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,2338,2341,8885,6,10090.1
Returning Visitor,sofort.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,5,5,34,4,10074.56
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,2061,2063,4883,4,10061.18
Returning Visitor,bing / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,86,124,473,1,10002
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,590,927,3716,7,9865.41
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,430,813,2599,3,9643.08
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,3676,3688,13584,7,9589.52
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,13555,13644,56347,8,9413.2
Returning Visitor,iberostarpoints.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,48,65,345,4,9318.81
Returning Visitor,olehotels.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,140,237,508,8,9251.35
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,1,2,25,2,9250.14
Returning Visitor,trivago.es / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,349,468,1103,9,9091.65
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,1570,1570,4685,6,9029.86
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,188,188,512,4,8992.96
Returning Visitor,bing / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,159,255,1163,4,8932.24
Returning Visitor,email / email,desktop,1,0,0,0,0,0,1,0,1,0,0,327,479,1722,5,8840.79
Returning Visitor,mail.uol.com.br / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,8,9,33,1,8712.9
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,322,323,1040,3,8712.33
Returning Visitor,dfa / cpc,tablet,1,0,0,0,0,1,0,0,0,0,1,5095,10959,20641,3,8604.31
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,166,285,1197,3,8505.1
Returning Visitor,trivago.co.uk / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,213,281,664,7,8450.29
Returning Visitor,dfa / cpc,desktop,1,0,0,0,0,1,0,0,1,0,0,368,698,2509,7,8402.55
Returning Visitor,newsletter_AM0068_1 / emailEN,desktop,1,0,0,0,0,0,1,0,1,0,0,60,67,292,1,8373
Returning Visitor,mail2.virginmedia.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,2,2,9,1,8333.68
Returning Visitor,TripAdvisor / referral,tablet,1,0,0,1,0,0,0,1,0,0,1,110,149,448,2,8199.17
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,236,355,1267,8,8118.92
New Visitor,(direct) / (none),mobile,0,1,0,0,1,0,0,0,0,1,0,9177,9195,51633,3,8019.6
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,2143,2150,5238,7,8000.56
Returning Visitor,google / organic,mobile,1,0,0,0,0,0,0,0,0,1,0,10800,19231,115682,3,7789.32
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,449,450,1248,4,7587.17
Returning Visitor,dfa / cpc,desktop,1,0,0,0,0,1,0,0,1,0,0,482,967,3395,8,7460.92
Returning Visitor,mail.hoytbryan.com / referral,mobile,1,0,0,0,0,0,0,1,0,1,0,1,3,35,1,7381.5
Returning Visitor,grandhotelmencey.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,30,62,142,9,7335.59
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,238,364,1314,5,7233.54
New Visitor,dfa / cpc,desktop,0,1,0,0,0,1,0,0,1,0,0,608,608,1902,2,7070.71
New Visitor,bing / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,606,609,2468,1,7029
New Visitor,email / email,desktop,0,1,0,0,0,0,1,0,1,0,0,686,687,1746,2,6845.46
Returning Visitor,email / email,desktop,1,0,0,0,0,0,1,0,1,0,0,54,90,358,3,6772.31
Returning Visitor,google / organic,tablet,1,0,0,0,0,0,0,0,0,0,1,315,602,3062,1,6747.52
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,17,26,117,3,6699.31
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,318,318,1059,2,6605.5
Returning Visitor,tripadvisor / cpc,desktop,1,0,0,1,0,0,0,0,1,0,0,95,121,318,2,6599.94
Returning Visitor,TripAdvisor / referral,desktop,1,0,0,1,0,0,0,1,1,0,0,211,339,1125,3,6568.73
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,121,206,891,4,6427.87
Returning Visitor,google / organic,tablet,1,0,0,0,0,0,0,0,0,0,1,6345,12474,54952,2,6392.19
Returning Visitor,email / email,desktop,1,0,0,0,0,0,1,0,1,0,0,602,859,3379,7,6372.03
Returning Visitor,facebook.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,5,9,59,2,6310.22
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,288,288,689,2,6230.37
Returning Visitor,kingtale2.inspsearch.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,2,3,23,1,6201.6
Returning Visitor,AutoNewsRegistro / email,desktop,1,0,0,0,0,0,1,0,1,0,0,16,32,173,2,6124.77
Returning Visitor,dfa / cpc,desktop,1,0,0,0,0,1,0,0,1,0,0,430,677,2493,6,6111.63
Returning Visitor,facebook.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,203,309,1344,5,6064.5
New Visitor,yahoo / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,211,210,896,1,6010
New Visitor,dfa / cpm,desktop,0,1,0,0,0,1,0,0,1,0,0,1749,1751,4000,8,6008.96
Returning Visitor,TripAdvisor / referral,desktop,1,0,0,1,0,0,0,1,1,0,0,184,305,1106,6,6007.51
Returning Visitor,(direct) / (none),mobile,1,0,0,0,1,0,0,0,0,1,0,8236,14482,54267,3,5988.98
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,28447,28557,109988,2,5977.09
Returning Visitor,facebook.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,9,21,94,1,5968.41
Returning Visitor,trivago.fr / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,175,233,576,4,5912.22
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,125,218,1049,2,5874.21
Returning Visitor,(direct) / (none),mobile,1,0,0,0,1,0,0,0,0,1,0,3476,7015,19977,16,5777.08
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,63,112,326,1,5742
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,83,224,672,5,5739.05
Returning Visitor,iberostarpoints.com / referral,tablet,1,0,0,0,0,0,0,1,0,0,1,3,3,23,1,5731.2
Returning Visitor,suedzucker.mitarbeiterangebote.de / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,1,14,82,1,5670.19
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,53,83,227,1,5628.12
Returning Visitor,bing / organic,mobile,1,0,0,0,0,0,0,0,0,1,0,391,687,3995,3,5625.4
New Visitor,bing / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,825,827,2809,2,5400.8
New Visitor,email / email,desktop,0,1,0,0,0,0,1,0,1,0,0,305,307,943,2,5350.57
Returning Visitor,dbm / cpm,desktop,1,0,0,0,0,0,0,0,1,0,0,293,396,1180,3,5343.3
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,753,1380,5366,5,5310.78
Returning Visitor,google / (not set),desktop,1,0,0,0,0,0,0,0,1,0,0,100,124,512,3,5297.64
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,79,139,707,4,5290.99
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,270,398,1559,3,5276.62
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,122,198,657,9,5264.81
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,153,233,795,2,5249.83
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,70,71,174,1,5243.1
New Visitor,colectivosvip.com / referral,desktop,0,1,0,0,0,0,0,1,1,0,0,194,194,592,2,5233.28
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,180,318,1187,3,5206.33
Returning Visitor,olehotels.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,73,131,311,6,5145.53
Returning Visitor,grandhotelmencey.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,127,166,397,13,5127.09
Returning Visitor,gestamp-germany.mitarbeiterangebote.de / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,1,11,75,1,5022.42
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,1780,1782,4689,5,5017.19
Returning Visitor,bing / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,741,1141,4797,5,4997.7
Returning Visitor,dfa / cpc,mobile,1,0,0,0,0,1,0,0,0,1,0,94,156,562,1,4995.86
New Visitor,ask / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,35,35,134,1,4964
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,1128,1129,4268,2,4938.8
New Visitor,trivago.es / referral,desktop,0,1,0,0,0,0,0,1,1,0,0,1064,1065,1657,7,4917.63
Returning Visitor,dfa / cpm,desktop,1,0,0,0,0,1,0,0,1,0,0,33,102,231,4,4856.32
Returning Visitor,yahoo / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,93,143,715,1,4788
New Visitor,yandex / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,926,927,3723,3,4767.53
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,932,934,3285,3,4659.1
New Visitor,(direct) / (none),mobile,0,1,0,0,1,0,0,0,0,1,0,14247,14288,63791,9,4631.16
New Visitor,google / cpc,desktop,0,1,1,0,0,0,0,0,1,0,0,143,143,489,3,4554.05
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,75,112,350,2,4548.05
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,136,235,927,3,4538.08
Returning Visitor,(direct) / (none),tablet,1,0,0,0,1,0,0,0,0,0,1,32,49,98,1,4392.96
New Visitor,(direct) / (none),tablet,0,1,0,0,1,0,0,0,0,0,1,9221,9258,43268,3,4371.12
New Visitor,(direct) / (none),mobile,0,1,0,0,1,0,0,0,0,1,0,27667,27745,149412,2,4270.5
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,74,214,467,8,4259.42
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,326,584,2562,2,4256.64
Returning Visitor,(direct) / (none),desktop,1,0,0,0,1,0,0,0,1,0,0,37,61,310,3,4231.55
Returning Visitor,bing / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,19,36,99,1,4210.71
Returning Visitor,dfa / cpc,tablet,1,0,0,0,0,1,0,0,0,0,1,4588,9993,20131,1,4189.5
Returning Visitor,Facebook / banner,desktop,1,0,0,0,0,0,0,0,1,0,0,1,5,55,1,4179.51
Returning Visitor,trivago.es / referral,tablet,1,0,0,0,0,0,0,1,0,0,1,105,137,281,2,4176.8
Returning Visitor,dfa / cpc,desktop,1,0,0,0,0,1,0,0,1,0,0,12,21,50,1,4172.4
Returning Visitor,dbm / cpm,desktop,1,0,0,0,0,0,0,0,1,0,0,176,310,905,2,4165.48
Returning Visitor,icrs.visitus-inc.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,86,120,914,1,4140
Returning Visitor,br.search.yahoo.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,21,29,122,1,4134.4
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,42,62,236,1,4126.8
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,10,16,93,1,4116.31
New Visitor,dfa / cpc,desktop,0,1,0,0,0,1,0,0,1,0,0,1459,1465,4975,2,4026.5
Returning Visitor,ri.search.yahoo.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,1,1,9,1,4008.24
Returning Visitor,serviciosexclusivos.aprocta.es / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,1,2,9,2,3993.6
Returning Visitor,(direct) / (none),tablet,1,0,0,0,1,0,0,0,0,0,1,1681,2839,6955,4,3980.64
New Visitor,sana.mitarbeiterangebote.de / referral,desktop,0,1,0,0,0,0,0,1,1,0,0,5,5,21,2,3976.6
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,85,165,565,2,3974.55
Returning Visitor,grandhotelmirador.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,3,13,37,1,3961.2
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,150,152,277,8,3939.61
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,24,63,324,2,3939.39
Returning Visitor,olehotels.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,107,140,375,4,3925.97
Returning Visitor,olehotels.com / referral,tablet,1,0,0,0,0,0,0,1,0,0,1,50,83,193,3,3922.17
Returning Visitor,lufthansa.mitarbeiterangebote.de / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,9,27,94,2,3839.18
Returning Visitor,tripadvisor / cpc,tablet,1,0,0,1,0,0,0,0,0,0,1,26,60,168,3,3817.07
New Visitor,trivago.de / referral,desktop,0,1,0,0,0,0,0,1,1,0,0,1177,1177,2099,5,3743.22
New Visitor,(direct) / (none),tablet,0,1,0,0,1,0,0,0,0,0,1,2817,2826,10365,1,3700.8
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,451,763,3276,2,3669.8
New Visitor,(direct) / (none),desktop,0,1,0,0,1,0,0,0,1,0,0,4800,4826,16424,3,3662.9
Returning Visitor,olehotels.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,379,540,1133,5,3653.06
Returning Visitor,en.iberostarfuerteventurapalace.com / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,7,14,50,1,3652.05
New Visitor,google / organic,desktop,0,1,0,0,0,0,0,0,1,0,0,728,729,2254,2,3650.22
Returning Visitor,google / organic,tablet,1,0,0,0,0,0,0,0,0,0,1,2263,4687,23094,2,3634.74
New Visitor,(direct) / (none),tablet,0,1,0,0,1,0,0,0,0,0,1,1173,1174,4587,1,3628.29
Returning Visitor,email / email,desktop,1,0,0,0,0,0,1,0,1,0,0,154,232,744,2,3591.18
Returning Visitor,tripadvisor / cpc,desktop,1,0,0,1,0,0,0,0,1,0,0,119,191,816,4,3575.01
Returning Visitor,yahoo / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,163,248,1106,2,3534.08
Returning Visitor,google / organic,desktop,1,0,0,0,0,0,0,0,1,0,0,100,174,804,3,3506.1
Returning Visitor,dfa / cpc,mobile,1,0,0,0,0,1,0,0,0,1,0,4983,10400,38528,7,3504.74
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,1,3,25,1,3490.45
Returning Visitor,insidertravel.nl / referral,desktop,1,0,0,0,0,0,0,1,1,0,0,55,113,533,3,3479.71
Returning Visitor,google / cpc,desktop,1,0,1,0,0,0,0,0,1,0,0,49,70,228,2,3475.33
